chr	windowStart	windowEnd	D	f_d	f_dM	d_f
17	5135357	8736233	-0.056101	-0.069976	-0.038528	-0.018590
17	6204035	10543184	-0.451562	6.565960	-0.264655	-0.183703
17	8740078	11921652	0.030123	0.292091	0.020928	-0.019789
17	10545621	12776338	0.546966	0.721286	0.574563	0.389184
17	11941643	13382985	0.385584	0.443197	0.392726	0.252924
17	12776623	13962933	0.254612	0.270154	0.201494	0.144670
17	13382991	14497709	0.114037	0.087617	0.067127	0.046652
17	13962973	14711078	0.124138	0.066254	0.061571	0.093903
17	14517037	15292719	0.132445	0.075277	0.069998	0.117987
17	14711417	15729642	0.316845	0.228841	0.223720	0.235564
17	15299843	15976558	0.403790	0.283259	0.274034	0.304328
17	15729674	16311401	0.314200	0.426467	0.346900	0.184035
17	15976854	16623729	0.334431	0.584560	0.414926	0.186477
17	16311640	16887326	0.388101	0.612447	0.462509	0.237224
17	16623875	17125676	0.428423	0.628913	0.503630	0.261097
17	16887382	17436860	0.373792	0.577459	0.427720	0.204690
17	17125700	17738838	0.382960	0.577290	0.442253	0.223116
17	17437004	17881127	0.397115	0.614853	0.468045	0.233879
17	17738963	18132311	0.292391	0.574545	0.343275	0.146373
17	17881393	18390574	0.268725	0.585814	0.319056	0.122271
17	18132325	18897505	0.224696	0.272067	0.201945	0.100416
17	18417711	19229626	0.280846	0.229018	0.206425	0.160177
17	18900006	19573865	0.396702	0.241094	0.241094	0.339441
17	19229885	19929862	0.354492	0.206303	0.206231	0.312502
17	19574047	20581054	0.311849	0.199679	0.199289	0.247115
17	19930753	21300895	0.305385	0.228268	0.226729	0.203070
17	20581271	21766146	0.310064	0.234147	0.232977	0.223430
17	21303077	22133598	0.314596	0.224430	0.224389	0.258132
17	21771575	22550210	0.309421	0.211011	0.211011	0.259816
17	22154557	23054338	0.309726	0.226025	0.225930	0.257851
17	22604645	23553568	0.308187	0.236690	0.236569	0.251627
17	23065940	24352794	0.331014	0.247221	0.247221	0.270681
17	23553814	24705741	0.361561	0.289553	0.288079	0.287707
17	24354561	25343644	0.315898	0.280774	0.276584	0.239862
17	24709218	25526981	0.302886	0.270583	0.266230	0.230535
17	25353543	26044667	0.299805	0.269657	0.265231	0.226833
17	25527258	26590968	0.281664	0.261202	0.255768	0.211837
17	26051045	26854760	0.294722	0.269695	0.264138	0.223029
17	26612242	27201410	0.310803	0.276393	0.272029	0.233224
17	26855217	27700121	0.283541	0.259428	0.255044	0.209081
17	27216385	28098377	0.144965	0.153017	0.149006	0.101306
17	27718450	28380924	0.042776	0.052442	0.049159	0.033621
17	28098411	28773662	0.049313	0.062050	0.057572	0.031683
17	28434961	29119132	0.073687	0.087045	0.083286	0.046071
17	28802060	29587200	0.064980	0.076640	0.073603	0.049578
17	29119454	30176296	0.069481	0.086148	0.081257	0.048950
17	29655892	30545071	0.112738	0.136538	0.126693	0.072314
17	30178263	31027997	0.227874	0.227318	0.219043	0.160707
17	30545109	31490729	0.293235	0.261057	0.254167	0.209526
17	31032093	32048704	0.310856	0.274143	0.267128	0.193062
17	31494486	32552871	0.255476	0.294404	0.271750	0.123120
17	32056593	32959621	0.171401	0.297428	0.237010	0.069075
17	32554149	33289580	0.240986	0.314101	0.276441	0.125550
17	32959823	33705253	0.072882	0.162205	0.093764	0.014045
17	33294675	34203280	-0.023647	-0.077663	-0.033976	-0.018462
17	33705476	34524596	0.011719	0.016025	0.012573	0.001790
17	34203437	34830755	-0.025765	-0.030989	-0.026927	-0.026671
17	34524904	35281836	-0.021760	-0.026168	-0.023532	-0.015910
17	34837402	35622395	-0.281242	-0.975930	-0.090899	-0.138507
17	35282850	36188637	-0.285917	-2.498277	-0.069830	-0.145817
17	35640425	36772495	0.017778	0.045594	0.008334	0.035245
17	36188703	37156467	0.174239	0.369424	0.119459	0.114263
17	36772501	37781930	0.151851	0.193041	0.102008	0.076216
17	37156499	38286712	-0.111998	-0.176979	-0.068127	-0.066630
17	37782230	39028162	-0.013667	-0.019430	-0.009667	-0.033618
17	38286913	39942491	0.204322	0.171707	0.129250	0.076990
18	67511	2123540	0.123938	0.140313	0.100341	0.081567
18	1336870	3555141	0.193645	0.255340	0.137736	0.089974
18	2123552	4031230	0.323911	0.205026	0.144854	0.190617
18	3555326	5520337	0.164861	0.098750	0.046279	0.103630
18	4034905	7175544	-0.352083	-1.232020	-0.080725	-0.169180
18	5553907	7790416	-0.047091	-0.044354	-0.013471	-0.041238
18	7175572	8826739	0.546864	0.315042	0.203172	0.357411
18	7814951	9596740	0.755227	0.406688	0.297031	0.546905
18	8826759	10582118	0.628586	0.314702	0.152032	0.342036
18	9596808	11090204	0.599608	0.126173	0.080053	0.171800
18	10582149	11324059	0.760495	0.114856	0.095147	0.159994
18	11090242	11611785	0.335077	0.067968	0.032947	0.040901
18	11324066	12125810	0.212233	0.071490	0.027262	0.032238
18	11612221	12642538	0.235564	0.089359	0.075794	0.127452
18	12159341	12932208	0.213263	0.073579	0.073347	0.194883
18	12642862	13249938	0.257478	0.075681	0.075531	0.238009
18	12932414	13769300	0.136743	0.037768	0.037722	0.125764
18	13249958	14391493	0.046357	0.012786	0.012769	0.041619
18	13769326	14815306	0.275370	0.052404	0.052281	0.203307
18	14399398	15616323	0.532013	0.075288	0.075029	0.453514
18	14836492	15995260	0.146118	0.030298	0.030185	0.129566
18	15616371	16220747	-0.011865	-0.002556	-0.002521	-0.018364
18	15999564	16703139	-0.136034	-0.026924	-0.026150	-0.052600
18	16235908	17347562	-0.169042	-0.032618	-0.031529	-0.030262
18	16703451	17697782	-0.185708	-0.039150	-0.037512	-0.026658
18	17347568	18107400	-0.232816	-0.048792	-0.046381	-0.045820
18	17701668	18253254	-0.251847	-0.051601	-0.048997	-0.083599
18	18107629	18819100	-0.197664	-0.040868	-0.039161	-0.036791
18	18297684	19331593	-0.056826	-0.012260	-0.011959	-0.017953
18	18819132	19978791	0.161417	0.041541	0.041081	0.120752
18	19368141	20422848	0.329961	0.101694	0.101360	0.274417
18	19986225	20855682	0.426956	0.136771	0.136499	0.374228
18	20422876	21397643	0.398927	0.132996	0.132978	0.379724
18	20855693	21825538	0.301790	0.092644	0.092644	0.290457
18	21443503	21979966	0.219623	0.052915	0.052904	0.213902
18	21825609	22359812	0.010000	0.002178	0.002129	0.011719
18	21979981	22923552	-0.273368	-0.057804	-0.054184	-0.264341
18	22371837	23345864	-0.437026	-0.092133	-0.084294	-0.425102
18	22928164	23876689	-0.420055	-0.093226	-0.085117	-0.367882
18	23348464	24057665	-0.311154	-0.063888	-0.059980	-0.281675
18	23876732	24645312	-0.217804	-0.041192	-0.039548	-0.233849
18	24061060	25139695	0.055615	0.013458	0.012550	-0.008164
18	24645318	25865627	0.624458	0.310340	0.257574	0.540409
18	25139734	27535525	0.688450	0.438573	0.329368	0.405034
18	25887182	28034457	-0.178944	-0.050674	-0.044928	-0.207310
18	27535961	28338938	-0.386586	-0.094924	-0.086665	-0.378481
18	28038752	28702617	-0.376871	-0.092862	-0.084971	-0.368338
18	28339246	29374504	-0.391123	-0.096680	-0.088157	-0.382221
18	28702894	29862365	-0.421195	-0.105955	-0.095804	-0.411639
18	29409777	30093681	-0.433372	-0.111424	-0.100253	-0.423692
18	29862376	30726291	-0.436683	-0.111674	-0.100456	-0.426415
18	30119870	31721658	-0.443476	-0.110787	-0.099737	-0.431668
18	30726513	32229742	-0.407911	-0.100792	-0.091563	-0.397444
18	31722381	32643743	-0.357624	-0.089606	-0.082149	-0.349377
18	32240293	33062527	-0.356126	-0.089769	-0.082286	-0.347888
18	32658687	33417901	-0.371103	-0.092055	-0.084295	-0.363338
18	33062738	34174669	-0.396546	-0.088590	-0.081378	-0.387707
18	33419357	34399747	-0.365036	-0.074528	-0.069347	-0.370651
18	34174848	34803385	-0.329382	-0.072837	-0.067846	-0.341624
18	34399767	35621062	-0.379661	-0.094259	-0.086098	-0.376902
18	34820841	36053896	-0.386502	-0.100102	-0.090910	-0.377425
18	35623985	36811413	-0.393071	-0.100390	-0.091147	-0.384078
18	36053961	37130090	-0.401987	-0.103600	-0.093875	-0.392969
18	36811445	37394469	-0.383646	-0.100755	-0.091447	-0.374635
18	37130358	37847029	-0.381535	-0.098729	-0.089771	-0.372597
18	37394513	38315834	-0.398455	-0.100286	-0.091145	-0.389115
18	37847059	38697035	-0.437145	-0.105482	-0.095418	-0.427525
18	38318664	38962146	-0.454526	-0.109745	-0.098892	-0.445909
18	38700412	40152316	-0.360147	-0.091539	-0.082921	-0.053079
18	39039050	41047246	0.071702	0.021826	0.020570	0.002427
18	40188372	43963877	0.624341	0.214691	0.211827	0.015584
18	41047454	44426245	0.923554	0.314269	0.312727	0.102337
18	43967646	46057906	0.451344	0.205078	0.180498	0.271223
18	44426260	46501647	-0.699003	-1.823228	-0.524731	-0.738698
18	46068217	47272579	-0.965830	15.851961	-0.934444	-0.918124
18	46507580	47780621	-0.965277	18.489430	-0.941913	-0.919035
18	47290377	48541500	-0.949050	26.425937	-0.947399	-0.889271
18	47780857	48830427	-0.870794	-2.098060	-0.620950	-0.704692
18	48579095	49190722	-0.382396	-0.108545	-0.089647	-0.192903
18	48836223	51237961	0.220133	0.032164	0.025400	0.117267
18	49192057	51961697	0.687789	0.238407	0.188259	0.397791
18	51243803	52287593	0.684895	0.235670	0.232585	0.411997
18	52041410	53137716	-0.070473	-0.022013	-0.017592	-0.051560
18	52298336	53954377	-0.117558	-0.050993	-0.037744	-0.043528
18	53138040	54718441	-0.019091	-0.008452	-0.007603	-0.005501
18	53954415	55605363	0.602028	0.550076	0.498794	0.247429
18	54799376	56514583	0.488362	0.506795	0.345839	0.340917
18	55626252	57500294	0.275658	0.226175	0.149902	0.133519
18	56546518	58397672	0.421481	0.259864	0.184000	0.216773
18	57500329	59144615	0.274314	0.221799	0.124765	0.151628
18	58397917	60020629	0.171212	0.147034	0.075808	0.060279
18	59147672	60853452	0.157927	0.125702	0.052693	0.031338
18	60070685	61308586	0.316323	0.295705	0.122693	0.190173
18	60853498	62147380	0.008145	0.013271	0.003378	0.028992
19	543424	2947020	0.467313	0.354788	0.304119	0.329883
19	1505311	3504545	0.705847	0.557874	0.489161	0.491359
19	2947143	4076240	0.510195	0.303682	0.252929	0.353469
19	3517700	5699934	-0.242637	-0.078886	-0.067306	-0.131253
19	4076814	6560833	-0.100028	-0.031236	-0.028297	-0.013597
19	5701376	7748967	0.102956	0.066934	0.063599	0.025573
19	6573499	8700976	0.395497	0.406014	0.395285	0.243730
19	7749611	8989173	0.834370	0.683179	0.681600	0.793549
19	8700989	9414361	0.825407	0.694820	0.662725	0.740792
19	8989196	9947205	0.665725	0.491529	0.449050	0.564571
19	9414775	10496737	0.288804	0.138425	0.137876	0.252129
19	9962577	10871582	0.232929	0.114943	0.114264	0.202377
19	10501387	11426307	0.221586	0.110386	0.109567	0.192147
19	10871838	11869630	0.214196	0.106578	0.106183	0.185403
19	11441888	12360748	0.305063	0.157842	0.157631	0.296298
19	11869691	12866032	0.340957	0.186035	0.185937	0.349887
19	12408254	13483707	0.221292	0.124610	0.124391	0.234444
19	12866087	13793996	0.053569	0.029977	0.029909	0.044756
19	13483856	14148952	0.174699	0.102661	0.102439	0.173503
19	13797785	14925978	0.292669	0.215743	0.165455	0.182785
19	14178723	15299477	0.365554	0.275186	0.214635	0.245820
19	14932869	15775021	0.284668	0.177143	0.176737	0.307441
19	15299879	16197715	0.267251	0.165739	0.165542	0.270069
19	15775039	16558264	0.310765	0.181696	0.181584	0.308904
19	16229459	17098589	0.233055	0.131593	0.131070	0.246733
19	16558498	17724650	0.307642	0.180813	0.180124	0.309094
19	17098920	18067717	0.238055	0.133144	0.132927	0.220537
19	17774169	18384090	0.060360	0.033396	0.033371	0.050826
19	18069873	18669531	0.057584	0.031047	0.030995	0.048377
19	18394943	19155956	0.034246	0.019876	0.017631	0.012024
19	18690830	19707887	0.056876	0.033151	0.029329	0.025770
19	19157132	20041488	0.306168	0.182901	0.182443	0.323227
19	19709088	20425264	0.365731	0.237312	0.236899	0.382654
19	20052432	20811181	0.365886	0.234835	0.234436	0.381963
19	20428471	21521873	0.278864	0.185053	0.167273	0.231069
19	20811484	22670887	0.094840	0.076926	0.047552	0.060114
19	21540422	23944709	0.103336	0.086030	0.051742	0.078653
19	22731611	24359037	0.020577	0.016001	0.012661	0.036475
19	23946258	24792955	0.025617	0.017508	0.016982	0.020536
19	24362212	25160183	0.141636	0.082442	0.082264	0.117004
19	24812788	25990836	0.093798	0.058896	0.057816	0.077039
19	25160482	27002529	0.066586	0.042231	0.040397	0.054924
19	26094569	27314309	-0.028528	-0.019334	-0.017714	-0.022049
19	27005919	30183134	0.074328	0.058932	0.054023	0.051230
19	27316807	30529892	0.367409	0.287805	0.283081	0.287953
19	30183162	30930902	0.477445	0.347587	0.347587	0.392066
19	30530022	31402298	0.448102	0.358481	0.357615	0.359496
19	30939267	31797583	0.411533	0.371720	0.370654	0.322752
19	31402495	32118973	0.379770	0.321830	0.321830	0.300741
19	31804142	32488247	0.305887	0.253385	0.252427	0.240531
19	32123032	32900513	0.341698	0.279889	0.277459	0.259949
19	32497989	33164789	0.371736	0.337116	0.334953	0.277862
19	32904163	33788670	0.356160	0.350280	0.338067	0.273161
19	33165079	34668285	0.302448	0.310544	0.232747	0.114907
19	33793574	35258321	0.115535	0.234038	0.078306	0.014652
19	34684532	35810605	0.058931	0.193448	0.046787	0.003698
19	35258431	36630957	-0.125996	-1.245315	-0.068117	-0.050606
19	35810754	37287748	0.265629	0.340232	0.124902	0.093114
19	36637094	37950956	0.605087	0.510048	0.348146	0.319604
19	37294035	39245594	0.403325	0.416488	0.206983	0.191777
19	38024500	40255847	0.436883	0.458269	0.263342	0.294558
19	39245605	41236526	0.197726	0.364709	0.114238	0.150182
19	40256022	43127050	-0.357424	22.539756	-0.184664	-0.135363
19	41245204	44708012	-0.337722	-4.912122	-0.233761	-0.128589
19	43127067	45295376	0.027084	0.038522	0.025568	0.004891
19	44732105	45838384	0.017791	0.023251	0.013631	0.004953
19	45295668	47862250	0.017997	0.019356	0.012811	0.009592
20	23432	1987199	0.256234	0.180843	0.139558	0.159552
20	1485509	2770741	0.221611	0.163443	0.137021	0.165207
20	1987246	3144766	-0.060186	-0.079378	-0.050212	-0.046778
20	2771026	3464548	-0.223232	-0.345550	-0.174886	-0.164689
20	3144917	4252984	-0.607754	-0.683356	-0.395148	-0.511834
20	3486366	4621519	-0.603646	-0.662545	-0.395216	-0.525915
20	4260271	15338309	-0.326041	-0.274390	-0.177854	-0.232165
20	4629498	23177351	0.219169	0.105178	0.071824	0.136419
20	15350702	24725094	0.578000	0.259336	0.221510	0.415863
20	23446270	25151147	0.621695	0.309577	0.309237	0.560660
20	24725369	25540277	0.633354	0.333660	0.333660	0.573643
20	25153013	25927860	0.641702	0.340663	0.340663	0.581531
20	25541303	26377161	0.629355	0.315580	0.315580	0.572626
20	25928024	26792452	0.621588	0.320290	0.307233	0.546211
20	26377186	27185348	0.454431	0.285710	0.140455	0.272849
20	26795246	27577837	0.330394	0.252426	0.115555	0.217296
20	27202336	28065769	0.320162	0.285586	0.093335	0.182298
20	27582312	28532257	-0.197432	0.249116	-0.015247	-0.047256
20	28069313	29097924	-0.901688	0.290998	-0.043124	-0.111795
20	28532488	29286125	-0.916296	0.307206	-0.045235	-0.118064
20	29122021	30028888	-0.909541	0.290028	-0.044308	-0.110568
20	29291360	30297142	0.465733	1.344823	0.087540	0.149999
20	30029236	32940808	0.378475	0.286335	0.176176	0.222439
20	30298650	33341184	0.095674	0.072633	0.065424	0.025479
20	32968379	33759341	0.267527	0.364403	0.269677	0.060612
20	33341189	34149672	0.184122	0.184344	0.152291	0.074220
20	33759353	34832060	-0.031057	-0.027559	-0.020981	0.001631
20	34149830	35430158	0.022158	0.023104	0.013157	0.017570
20	34832067	35931788	0.249451	0.231873	0.116617	0.102420
20	35432787	36674245	0.562101	0.276311	0.216455	0.282047
20	35933272	37831429	0.377213	0.185480	0.175815	0.200062
20	36681634	39485696	-0.090668	-0.081833	-0.054412	-0.037021
20	37872707	40917509	-0.066982	-0.056624	-0.035035	-0.052236
20	39515872	42099518	0.190908	0.136256	0.118792	0.119046
20	40917800	43644690	0.364974	0.252023	0.239685	0.236492
20	42099850	44594152	0.459028	0.383494	0.321478	0.301719
20	43696794	45791267	0.053720	0.063040	0.038648	0.015003
