id	chrom	start	stop	pos_start	pos_stop	modelL	nullL	sel_coef	nSNPs	nSNPs_avail	xpclr	xpclr_norm
16_26300001_26800000	16	26300001	26800000	26362231	26784570	-58.11416551428988	-59.29701423748552	0.003	63.0	63.0	2.3656974463912803	3.9189885333888674
16_26400001_26900000	16	26400001	26900000	26405912	26833014	-70.06241434217743	-70.06241434217743	0.0	51.0	51.0	0.0	-0.16387064100982532
16_26500001_27000000	16	26500001	27000000	26506081	26962465	-65.2839334423897	-65.2839334423897	0.0	43.0	43.0	0.0	-0.16387064100982532
16_26600001_27100000	16	26600001	27100000	26606945	27058221	-93.17340059474816	-93.17340059474816	0.0	36.0	36.0	0.0	-0.16387064100982532
16_26700001_27200000	16	26700001	27200000	26728458	27189491	-93.02018511682208	-93.02018511682208	0.0	31.0	31.0	0.0	-0.16387064100982532
16_26800001_27300000	16	26800001	27300000	26815517	27296468	-103.25187681198172	-103.25187681198172	0.0	33.0	33.0	0.0	-0.16387064100982532
16_26900001_27400000	16	26900001	27400000	26903205	27396210	-102.40400544482118	-102.80637229645212	0.0001	46.0	46.0	0.8047337032618884	1.2249859045821017
16_27000001_27500000	16	27000001	27500000	27015315	27476509	-93.53927319065271	-93.53927319065271	0.0	53.0	53.0	0.0	-0.16387064100982532
16_27100001_27600000	16	27100001	27600000	27163762	27574009	-99.03561918221762	-99.03561918221762	0.0	55.0	55.0	0.0	-0.16387064100982532
16_27200001_27700000	16	27200001	27700000	27296138	27690084	-118.41473914935938	-119.69749106719662	0.003	63.0	63.0	2.565503835674491	4.263826099508261
16_27300001_27800000	16	27300001	27800000	27301827	27791999	-124.30318196699658	-124.30318196699658	0.0	67.0	67.0	0.0	-0.16387064100982532
16_27400001_27900000	16	27400001	27900000	27403235	27887483	-135.988059467984	-135.988059467984	0.0	62.0	62.0	0.0	-0.16387064100982532
16_27500001_28000000	16	27500001	28000000	27539107	27987772	-134.9057936063206	-134.9057936063206	0.0	50.0	50.0	0.0	-0.16387064100982532
16_27600001_28100000	16	27600001	28100000	27677506	28078797	-123.99121358295729	-123.99121358295729	0.0	44.0	44.0	0.0	-0.16387064100982532
16_27700001_28200000	16	27700001	28200000	27710676	28175037	-102.624281292539	-102.624281292539	0.0	35.0	35.0	0.0	-0.16387064100982532
16_27800001_28300000	16	27800001	28300000	27806281	28296817	-102.01812173363538	-102.01812173363538	0.0	48.0	48.0	0.0	-0.16387064100982532
16_27900001_28400000	16	27900001	28400000	27965452	28393367	-132.57312485479332	-132.57312485479332	0.0	64.0	64.0	0.0	-0.16387064100982532
16_28000001_28500000	16	28000001	28500000	28019641	28465430	-113.65796417433914	-113.65796417433914	0.0	65.0	65.0	0.0	-0.16387064100982532
16_28100001_28600000	16	28100001	28600000	28104465	28594433	-115.0913079356545	-115.0913079356545	0.0	76.0	76.0	0.0	-0.16387064100982532
16_28200001_28700000	16	28200001	28700000	28216773	28677091	-127.37206809381595	-127.37206809381595	0.0	76.0	76.0	0.0	-0.16387064100982532
16_28300001_28800000	16	28300001	28800000	28313420	28767967	-127.4572326546607	-127.4572326546607	0.0	68.0	68.0	0.0	-0.16387064100982532
16_28400001_28900000	16	28400001	28900000	28420995	28868118	-110.44785239982743	-110.44785239982743	0.0	54.0	54.0	0.0	-0.16387064100982532
16_28500001_29000000	16	28500001	29000000	28512931	28984664	-96.99681646264386	-96.99681646264386	0.0	49.0	49.0	0.0	-0.16387064100982532
16_28600001_29100000	16	28600001	29100000	28634285	29007475	-84.80576669554975	-84.80576669554975	0.0	37.0	37.0	0.0	-0.16387064100982532
16_28700001_29200000	16	28700001	29200000	28705705	29193263	-108.93561535544546	-108.93561535544546	0.0	43.0	43.0	0.0	-0.16387064100982532
16_28800001_29300000	16	28800001	29300000	28801084	29227655	-83.16476856560683	-83.16476856560683	0.0	34.0	34.0	0.0	-0.16387064100982532
16_28900001_29400000	16	28900001	29400000	28984608	29387246	-77.76661422580423	-77.76661422580423	0.0	27.0	27.0	0.0	-0.16387064100982532
16_29000001_29500000	16	29000001	29500000	29006414	29461771	-92.36737252589701	-92.36737252589701	0.0	31.0	31.0	0.0	-0.16387064100982532
16_29100001_29600000	16	29100001	29600000	29102309	29564092	-88.82594705647443	-88.82594705647443	0.0	32.0	32.0	0.0	-0.16387064100982532
16_29200001_29700000	16	29200001	29700000	29211869	29642978	-68.87893297753826	-68.87893297753826	0.0	24.0	24.0	0.0	-0.16387064100982532
16_29300001_29800000	16	29300001	29800000	29315504	29754187	-77.75395816575539	-77.75395816575539	0.0	33.0	33.0	0.0	-0.16387064100982532
16_29400001_29900000	16	29400001	29900000	29405952	29890366	-77.68747316719808	-77.68747316719808	0.0	40.0	40.0	0.0	-0.16387064100982532
16_29500001_30000000	16	29500001	30000000	29516268	29994652	-58.624828232713	-58.624828232713	0.0	39.0	39.0	0.0	-0.16387064100982532
16_29600001_30100000	16	29600001	30100000	29642764	30060864	-57.34531679896574	-57.34531679896574	0.0	39.0	39.0	0.0	-0.16387064100982532
16_29700001_30200000	16	29700001	30200000	29711012	30197960	-61.93127655850296	-61.93127655850296	0.0	45.0	45.0	0.0	-0.16387064100982532
16_29800001_30300000	16	29800001	30300000	29838965	30291864	-81.79567024824138	-81.79567024824138	0.0	53.0	53.0	0.0	-0.16387064100982532
16_29900001_30400000	16	29900001	30400000	29985523	30397806	-106.10736231374392	-106.10736231374392	0.0	48.0	48.0	0.0	-0.16387064100982532
16_30000001_30500000	16	30000001	30500000	30007110	30450826	-118.19155633484368	-118.19155633485016	1e-05	52.0	52.0	1.2960299500264227e-11	-0.16387064098745768
16_30100001_30600000	16	30100001	30600000	30124735	30530583	-127.31288013036082	-127.31288013036082	0.0	51.0	51.0	0.0	-0.16387064100982532
16_30200001_30700000	16	30200001	30700000	30200543	30681941	-132.85622428613624	-132.85622428613624	0.0	47.0	47.0	0.0	-0.16387064100982532
16_30300001_30800000	16	30300001	30800000	30305219	30789600	-112.58819395458667	-112.58819395458667	0.0	36.0	36.0	0.0	-0.16387064100982532
16_30400001_30900000	16	30400001	30900000	30436245	30836293	-87.96229676415996	-87.96229676415996	0.0	30.0	30.0	0.0	-0.16387064100982532
16_30500001_31000000	16	30500001	31000000	30511210	30961657	-71.29771866815422	-71.29771866815422	0.0	22.0	22.0	0.0	-0.16387064100982532
16_30600001_31100000	16	30600001	31100000	30671896	31042524	-52.52174742464715	-52.52174742464715	0.0	21.0	21.0	0.0	-0.16387064100982532
16_30700001_31200000	16	30700001	31200000	30727752	31144477	-47.710408377824024	-47.710408377824024	0.0	19.0	19.0	0.0	-0.16387064100982532
16_30800001_31300000	16	30800001	31300000	30806934	31278814	-29.489138040824166	-29.489138040824166	0.0	11.0	11.0	0.0	-0.16387064100982532
16_30900001_31400000	16	30900001	31400000	30961657	31382269	-34.71956475689341	-34.71956475689341	0.0	12.0	12.0	0.0	-0.16387064100982532
16_31000001_31500000	16	31000001	31500000	31019650	31491620	-44.72270161987418	-44.72270161987418	0.0	15.0	15.0	0.0	-0.16387064100982532
16_31100001_31600000	16	31100001	31600000	31130573	31593726	-54.526985536573854	-54.526985536573854	0.0	21.0	21.0	0.0	-0.16387064100982532
16_31200001_31700000	16	31200001	31700000	31228848	31601959	-44.549917310133864	-44.549917310133864	0.0	20.0	20.0	0.0	-0.16387064100982532
16_31300001_31800000	16	31300001	31800000	31303789	31755474	-48.844657538837126	-48.844657538837126	0.0	19.0	19.0	0.0	-0.16387064100982532
16_31400001_31900000	16	31400001	31900000	31410245	31840045	-52.23659238644249	-52.23659238644249	0.0	22.0	22.0	0.0	-0.16387064100982532
16_31500001_32000000	16	31500001	32000000	31506392	31999963	-70.79032698205238	-70.79032698205238	0.0	28.0	28.0	0.0	-0.16387064100982532
16_31600001_32100000	16	31600001	32100000	31601959	32058801	-65.02339196676245	-65.02339196676245	0.0	23.0	23.0	0.0	-0.16387064100982532
16_31700001_32200000	16	31700001	32200000	31755385	32181407	-75.33230582669542	-75.33230582669542	0.0	25.0	25.0	0.0	-0.16387064100982532
16_31800001_32300000	16	31800001	32300000	31839788	32284314	-93.94603701979625	-93.94603701979625	0.0	29.0	29.0	0.0	-0.16387064100982532
16_31900001_32400000	16	31900001	32400000	31908147	32344534	-92.95702627485105	-92.95702627485105	0.0	26.0	26.0	0.0	-0.16387064100982532
16_32000001_32500000	16	32000001	32500000	32015798	32495964	-67.87638568138323	-67.87638568138323	0.0	17.0	17.0	0.0	-0.16387064100982532
16_32100001_32600000	16	32100001	32600000	32102483	32563679	-68.06583520501961	-68.06583520501961	0.0	16.0	16.0	0.0	-0.16387064100982532
16_32200001_32700000	16	32200001	32700000	32215269	32563679	-53.02635874464402	-53.02635874464402	0.0	13.0	13.0	0.0	-0.16387064100982532
16_32300001_32800000	16	32300001	32800000	32318950	32563679	-29.619056964665667	-29.619056964665667	0.0	7.0	7.0	0.0	-0.16387064100982532
16_32400001_32900000	16	32400001	32900000	32495964	32886079	-53.79106438223811	-53.79106438223811	0.0	13.0	13.0	0.0	-0.16387064100982532
16_32500001_33000000	16	32500001	33000000	32551001	32886079	-53.79559499095118	-53.79559499095118	0.0	12.0	12.0	0.0	-0.16387064100982532
16_32600001_33100000	16	32600001	33100000	32811991	32886079	-40.76730766749711	-40.76730766749711	0.0	9.0	9.0	0.0	-0.16387064100982532
16_32700001_33200000	16	32700001	33200000	32811991	33178108	-45.488751298328076	-45.488751298328076	0.0	10.0	10.0	0.0	-0.16387064100982532
16_32800001_33300000	16	32800001	33300000	32811991	33259344	-60.383058109912746	-60.383058109912746	0.0	16.0	16.0	0.0	-0.16387064100982532
16_32900001_33400000	16	32900001	33400000	33178108	33385364	-34.10960401212553	-34.10960401212553	0.0	11.0	11.0	0.0	-0.16387064100982532
16_33000001_33500000	16	33000001	33500000	33178108	33494069	-43.37642315228119	-43.37642315228119	0.0	13.0	13.0	0.0	-0.16387064100982532
16_33100001_33600000	16	33100001	33600000	33178108	33597996	-108.09461345764748	-108.09461345764748	0.0	34.0	34.0	0.0	-0.16387064100982532
16_33200001_33700000	16	33200001	33700000	33210017	33678035	-151.64406909028082	-151.64406909028082	0.0	45.0	45.0	0.0	-0.16387064100982532
16_33300001_33800000	16	33300001	33800000	33385121	33791295	-161.74667280758783	-161.74667280758783	0.0	46.0	46.0	0.0	-0.16387064100982532
16_33400001_33900000	16	33400001	33900000	33461194	33813526	-156.3206309642686	-156.3206309642686	0.0	44.0	44.0	0.0	-0.16387064100982532
16_33500001_34000000	16	33500001	34000000	33532477	33813526	-147.05381182411293	-147.05381182411293	0.0	42.0	42.0	0.0	-0.16387064100982532
16_33600001_34100000	16	33600001	34100000	33619942	33813526	-82.33562151874659	-82.33562151874659	0.0	21.0	21.0	0.0	-0.16387064100982532
16_33700001_34200000	16	33700001	34200000	33739334	33813526	-34.064722255282305	-34.064722255282305	0.0	9.0	9.0	0.0	-0.16387064100982532
16_33800001_34300000	16	33800001	34300000	33806002	33813526	-4.8114588749179	-4.8114588749179	0.0	2.0	2.0	0.0	-0.16387064100982532
16_33900001_34400000	16	33900001	34400000	0	0				0.0	0.0		
16_34000001_34500000	16	34000001	34500000	0	0				0.0	0.0		
16_34100001_34600000	16	34100001	34600000	0	0				0.0	0.0		
16_34200001_34700000	16	34200001	34700000	0	0				0.0	0.0		
16_34300001_34800000	16	34300001	34800000	34709515	34726398	-19.616084911741122	-19.616084911741122	0.0	4.0	4.0	0.0	-0.16387064100982532
16_34400001_34900000	16	34400001	34900000	34709515	34861162	-33.48185303359264	-33.48185303359264	0.0	7.0	7.0	0.0	-0.16387064100982532
16_34500001_35000000	16	34500001	35000000	34709515	34861162	-33.48185303359264	-33.48185303359264	0.0	7.0	7.0	0.0	-0.16387064100982532
16_34600001_35100000	16	34600001	35100000	34709515	34861162	-33.48185303359264	-33.48185303359264	0.0	7.0	7.0	0.0	-0.16387064100982532
16_34700001_35200000	16	34700001	35200000	34709515	35193620	-47.35117027535613	-47.35117027535613	0.0	11.0	11.0	0.0	-0.16387064100982532
16_34800001_35300000	16	34800001	35300000	34813010	35267902	-56.706407731426786	-56.706407731426786	0.0	13.0	13.0	0.0	-0.16387064100982532
16_34900001_35400000	16	34900001	35400000	35134346	35398008	-66.55996090473765	-66.55996090473765	0.0	18.0	18.0	0.0	-0.16387064100982532
16_35000001_35500000	16	35000001	35500000	35134346	35441551	-80.14810185397934	-80.14810185397934	0.0	21.0	21.0	0.0	-0.16387064100982532
16_35100001_35600000	16	35100001	35600000	35134346	35596029	-103.59543802380601	-103.59543802380601	0.0	28.0	28.0	0.0	-0.16387064100982532
16_35200001_35700000	16	35200001	35700000	35219253	35596029	-89.72612078204251	-89.72612078204251	0.0	24.0	24.0	0.0	-0.16387064100982532
16_35300001_35800000	16	35300001	35800000	35302599	35781432	-98.89708825898624	-98.89708825898624	0.0	25.0	25.0	0.0	-0.16387064100982532
16_35400001_35900000	16	35400001	35900000	35405239	35892461	-88.31241361252138	-88.31241361252138	0.0	25.0	25.0	0.0	-0.16387064100982532
16_35500001_36000000	16	35500001	36000000	35500797	35983043	-106.2708154002977	-106.2708154002977	0.0	29.0	29.0	0.0	-0.16387064100982532
16_35600001_36100000	16	35600001	36100000	35738081	36049924	-91.76805477612004	-91.76805477612004	0.0	28.0	28.0	0.0	-0.16387064100982532
16_35700001_36200000	16	35700001	36200000	35738081	36178213	-118.91362012743843	-118.91362012743843	0.0	36.0	36.0	0.0	-0.16387064100982532
16_35800001_36300000	16	35800001	36300000	35820341	36295283	-149.1531205211016	-149.1531205211016	0.0	43.0	43.0	0.0	-0.16387064100982532
16_35900001_36400000	16	35900001	36400000	35942953	36383544	-149.76375483662568	-149.76375483662568	0.0	40.0	40.0	0.0	-0.16387064100982532
16_36000001_36500000	16	36000001	36500000	36016627	36490640	-136.0298131599535	-136.0298131599535	0.0	38.0	38.0	0.0	-0.16387064100982532
16_36100001_36600000	16	36100001	36600000	36140255	36597118	-136.79808931693876	-136.79808931693876	0.0	34.0	34.0	0.0	-0.16387064100982532
16_36200001_36700000	16	36200001	36700000	36219969	36654679	-126.70009130538375	-126.70009130538375	0.0	30.0	30.0	0.0	-0.16387064100982532
16_36300001_36800000	16	36300001	36800000	36355648	36797192	-73.3237182869892	-73.3237182869892	0.0	18.0	18.0	0.0	-0.16387064100982532
16_36400001_36900000	16	36400001	36900000	36402209	36838769	-64.16934191359167	-64.16934191359167	0.0	17.0	17.0	0.0	-0.16387064100982532
16_36500001_37000000	16	36500001	37000000	36546357	36956388	-55.40230826885923	-55.40230826885923	0.0	15.0	15.0	0.0	-0.16387064100982532
16_36600001_37100000	16	36600001	37100000	36624893	37048850	-49.821605554322275	-49.821605554322275	0.0	14.0	14.0	0.0	-0.16387064100982532
16_36700001_37200000	16	36700001	37200000	36784642	37197923	-41.861525940594674	-41.861525940594674	0.0	11.0	11.0	0.0	-0.16387064100982532
16_36800001_37300000	16	36800001	37300000	36810685	37197923	-31.87108510759766	-31.87108510759766	0.0	9.0	9.0	0.0	-0.16387064100982532
16_36900001_37400000	16	36900001	37400000	36905629	37197923	-17.595765118346517	-17.595765118346517	0.0	5.0	5.0	0.0	-0.16387064100982532
16_37000001_37500000	16	37000001	37500000	37048850	37197923	-8.550197702733087	-8.550197702733087	0.0	2.0	2.0	0.0	-0.16387064100982532
16_37100001_37600000	16	37100001	37600000	0	0				1.0	1.0		
17_00000001_00500000	17	1	500000	152072	496394	-28.460745528011874	-28.460745528011874	0.0	11.0	11.0	0.0	-0.10425475850813616
17_00100001_00600000	17	100001	600000	152072	496394	-28.460745528011874	-28.460745528011874	0.0	11.0	11.0	0.0	-0.10425475850813616
17_00200001_00700000	17	200001	700000	288479	691607	-28.22172363503543	-28.22172363503543	0.0	13.0	13.0	0.0	-0.10425475850813616
17_00300001_00800000	17	300001	800000	383493	795344	-24.92800585621763	-24.92800585621763	0.0	17.0	17.0	0.0	-0.10425475850813616
17_00400001_00900000	17	400001	900000	422321	882135	-23.338602501936396	-23.33860250241392	1e-05	23.0	23.0	9.550475965625083e-10	-0.10425475268361654
17_00500001_01000000	17	500001	1000000	666229	957505	-13.377768860331651	-13.377768860331651	0.0	22.0	22.0	0.0	-0.10425475850813616
17_00600001_01100000	17	600001	1100000	666229	957505	-13.377768860331651	-13.377768860331651	0.0	22.0	22.0	0.0	-0.10425475850813616
17_00700001_01200000	17	700001	1200000	708177	1138628	-13.381180658436499	-13.381180658436499	0.0	20.0	20.0	0.0	-0.10425475850813616
17_00800001_01300000	17	800001	1300000	823539	1200867	-13.759660646631222	-13.759660646631222	0.0	16.0	16.0	0.0	-0.10425475850813616
17_00900001_01400000	17	900001	1400000	910402	1343233	-13.458972190069744	-13.458972190069744	0.0	6.0	6.0	0.0	-0.10425475850813616
17_01000001_01500000	17	1000001	1500000	1138628	1448656	-23.79388756797361	-23.79388756797361	0.0	10.0	10.0	0.0	-0.10425475850813616
17_01100001_01600000	17	1100001	1600000	1138628	1555670	-23.795041097716734	-23.795041097716734	0.0	11.0	11.0	0.0	-0.10425475850813616
17_01200001_01700000	17	1200001	1700000	1200867	1555670	-19.625608582361387	-19.625608582361387	0.0	10.0	10.0	0.0	-0.10425475850813616
17_01300001_01800000	17	1300001	1800000	1335884	1555670	-14.250493804978225	-14.250493804978225	0.0	9.0	9.0	0.0	-0.10425475850813616
17_01400001_01900000	17	1400001	1900000	1421185	1555670	-14.252544524521559	-14.252544524521559	0.0	7.0	7.0	0.0	-0.10425475850813616
17_01500001_02000000	17	1500001	2000000	1555670	1965172	-15.280135137126333	-15.280135137126333	0.0	4.0	4.0	0.0	-0.10425475850813616
17_01600001_02100000	17	1600001	2100000	1935761	1965172	-11.358020041507594	-11.358020041507594	0.0	3.0	3.0	0.0	-0.10425475850813616
17_01700001_02200000	17	1700001	2200000	1935761	1965172	-11.358020041507594	-11.358020041507594	0.0	3.0	3.0	0.0	-0.10425475850813616
17_01800001_02300000	17	1800001	2300000	1935761	2240289	-24.68404455989122	-24.68404455989122	0.0	7.0	7.0	0.0	-0.10425475850813616
17_01900001_02400000	17	1900001	2400000	1935761	2399356	-28.932509544112026	-28.932509544112026	0.0	17.0	17.0	0.0	-0.10425475850813616
17_02000001_02500000	17	2000001	2500000	2221432	2462917	-21.80690907833478	-21.80690907833478	0.0	26.0	26.0	0.0	-0.10425475850813616
17_02100001_02600000	17	2100001	2600000	2221432	2509603	-26.15548638699741	-26.15548638699741	0.0	28.0	28.0	0.0	-0.10425475850813616
17_02200001_02700000	17	2200001	2700000	2221432	2509603	-26.15548638699741	-26.15548638699741	0.0	28.0	28.0	0.0	-0.10425475850813616
17_02300001_02800000	17	2300001	2800000	2304748	2509603	-18.144147632353995	-18.144147632353995	0.0	24.0	24.0	0.0	-0.10425475850813616
17_02400001_02900000	17	2400001	2900000	2417802	2509603	-12.755572338778867	-12.755572338778867	0.0	14.0	14.0	0.0	-0.10425475850813616
17_02500001_03000000	17	2500001	3000000	2509562	2509603	-4.34857730866263	-4.34857730866263	0.0	2.0	2.0	0.0	-0.10425475850813616
17_02600001_03100000	17	2600001	3100000	3041144	3042567	-4.2537905601276975	-4.2537905601276975	0.0	2.0	2.0	0.0	-0.10425475850813616
17_02700001_03200000	17	2700001	3200000	3041144	3171084	-12.313695898565514	-12.313695898565514	0.0	6.0	6.0	0.0	-0.10425475850813616
17_02800001_03300000	17	2800001	3300000	3041144	3266317	-38.3482046366576	-38.3482046366576	0.0	13.0	13.0	0.0	-0.10425475850813616
17_02900001_03400000	17	2900001	3400000	3041144	3377478	-38.348204636657606	-38.348204636657606	0.0	14.0	14.0	0.0	-0.10425475850813616
17_03000001_03500000	17	3000001	3500000	3041144	3499318	-65.68873302035661	-65.68873302035661	0.0	26.0	26.0	0.0	-0.10425475850813616
17_03100001_03600000	17	3100001	3600000	3153860	3581905	-81.28369551864246	-81.28369551864246	0.0	33.0	33.0	0.0	-0.10425475850813616
17_03200001_03700000	17	3200001	3700000	3223904	3581905	-73.22379018020465	-73.22379018020465	0.0	29.0	29.0	0.0	-0.10425475850813616
17_03300001_03800000	17	3300001	3800000	3377478	3775331	-62.58810847655086	-62.58810847655086	0.0	23.0	23.0	0.0	-0.10425475850813616
17_03400001_03900000	17	3400001	3900000	3417781	3895486	-62.45298060300958	-62.45298060300958	0.0	28.0	28.0	0.0	-0.10425475850813616
17_03500001_04000000	17	3500001	4000000	3510152	3962122	-59.86871822238275	-59.86871822238275	0.0	22.0	22.0	0.0	-0.10425475850813616
17_03600001_04100000	17	3600001	4100000	3775331	4085066	-48.46805424802104	-48.46805424802104	0.0	16.0	16.0	0.0	-0.10425475850813616
17_03700001_04200000	17	3700001	4200000	3775331	4195740	-72.72650008935867	-72.72650008935867	0.0	23.0	23.0	0.0	-0.10425475850813616
17_03800001_04300000	17	3800001	4300000	3865640	4297300	-80.72466359309826	-80.72466359309826	0.0	29.0	29.0	0.0	-0.10425475850813616
17_03900001_04400000	17	3900001	4400000	3912195	4383030	-73.30525120698489	-73.30525120698489	0.0	30.0	30.0	0.0	-0.10425475850813616
17_04000001_04500000	17	4000001	4500000	4003431	4479225	-57.6106218021561	-57.6106218021561	0.0	31.0	31.0	0.0	-0.10425475850813616
17_04100001_04600000	17	4100001	4600000	4104911	4574890	-92.51583532630924	-92.51583532630924	0.0	37.0	37.0	0.0	-0.10425475850813616
17_04200001_04700000	17	4200001	4700000	4215125	4689974	-80.05914546545229	-80.05914546545229	0.0	33.0	33.0	0.0	-0.10425475850813616
17_04300001_04800000	17	4300001	4800000	4304062	4769597	-85.80850182446612	-85.80850182446612	0.0	31.0	31.0	0.0	-0.10425475850813616
17_04400001_04900000	17	4400001	4900000	4402718	4892461	-87.34966466911264	-87.34966466911264	0.0	27.0	27.0	0.0	-0.10425475850813616
17_04500001_05000000	17	4500001	5000000	4541665	4967328	-89.97080982709949	-89.97080982709949	0.0	28.0	28.0	0.0	-0.10425475850813616
17_04600001_05100000	17	4600001	5100000	4601421	5078835	-64.86639239226619	-64.86639239226619	0.0	24.0	24.0	0.0	-0.10425475850813616
17_04700001_05200000	17	4700001	5200000	4760411	5183687	-70.58824549641588	-70.58824549641588	0.0	27.0	27.0	0.0	-0.10425475850813616
17_04800001_05300000	17	4800001	5300000	4821631	5249699	-79.47850690655595	-79.47850690655595	0.0	27.0	27.0	0.0	-0.10425475850813616
17_04900001_05400000	17	4900001	5400000	4921599	5372539	-100.3666578400418	-100.3666578400418	0.0	28.0	28.0	0.0	-0.10425475850813616
17_05000001_05500000	17	5000001	5500000	5055238	5456133	-68.57553272173996	-68.57553272173996	0.0	24.0	24.0	0.0	-0.10425475850813616
17_05100001_05600000	17	5100001	5600000	5135357	5533847	-74.03998558160718	-74.03998558160718	0.0	25.0	25.0	0.0	-0.10425475850813616
17_05200001_05700000	17	5200001	5700000	5208677	5684772	-72.82657705805244	-72.82657705805244	0.0	28.0	28.0	0.0	-0.10425475850813616
17_05300001_05800000	17	5300001	5800000	5346273	5793572	-82.15757388762441	-82.15757388762441	0.0	32.0	32.0	0.0	-0.10425475850813616
17_05400001_05900000	17	5400001	5900000	5425555	5808512	-76.35891376241986	-76.35891376241986	0.0	29.0	29.0	0.0	-0.10425475850813616
17_05500001_06000000	17	5500001	6000000	5524609	5952053	-83.81441438638521	-83.81441438638521	0.0	28.0	28.0	0.0	-0.10425475850813616
17_05600001_06100000	17	5600001	6100000	5616890	6001431	-76.65229638376691	-76.65229638376691	0.0	23.0	23.0	0.0	-0.10425475850813616
17_05700001_06200000	17	5700001	6200000	5724258	6138528	-61.22738119650978	-61.22738119650978	0.0	17.0	17.0	0.0	-0.10425475850813616
17_05800001_06300000	17	5800001	6300000	5808512	6204035	-32.76416438174801	-32.76416438174801	0.0	9.0	9.0	0.0	-0.10425475850813616
17_05900001_06400000	17	5900001	6400000	5939123	6204035	-28.66496839899017	-28.66496839899017	0.0	8.0	8.0	0.0	-0.10425475850813616
17_06000001_06500000	17	6000001	6500000	6001431	6204035	-15.815749542419155	-15.815749542419155	0.0	5.0	5.0	0.0	-0.10425475850813616
17_06100001_06600000	17	6100001	6600000	6124574	6577175	-19.62048424797746	-19.62048424797746	0.0	8.0	8.0	0.0	-0.10425475850813616
17_06200001_06700000	17	6200001	6700000	6204035	6693513	-19.461655199163253	-19.461655199163253	0.0	7.0	7.0	0.0	-0.10425475850813616
17_06300001_06800000	17	6300001	6800000	6574500	6777393	-27.742001927402136	-27.742001927402136	0.0	16.0	16.0	0.0	-0.10425475850813616
17_06400001_06900000	17	6400001	6900000	6574500	6883854	-27.72420672831909	-27.72420672831909	0.0	21.0	21.0	0.0	-0.10425475850813616
17_06500001_07000000	17	6500001	7000000	6574500	6883854	-27.72420672831909	-27.72420672831909	0.0	21.0	21.0	0.0	-0.10425475850813616
17_06600001_07100000	17	6600001	7100000	6684812	6883854	-19.87124632829711	-19.87124632829711	0.0	17.0	17.0	0.0	-0.10425475850813616
17_06700001_07200000	17	6700001	7200000	6704438	6883854	-19.872771631075672	-19.872771631075672	0.0	15.0	15.0	0.0	-0.10425475850813616
17_06800001_07300000	17	6800001	7300000	6842385	6883854	-3.827150959372896	-3.827150959372896	0.0	5.0	5.0	0.0	-0.10425475850813616
17_06900001_07400000	17	6900001	7400000	0	0				0.0	0.0		
17_07000001_07500000	17	7000001	7500000	0	0				1.0	1.0		
17_07100001_07600000	17	7100001	7600000	7491104	7590890	-13.354207735015144	-13.354207735015144	0.0	3.0	3.0	0.0	-0.10425475850813616
17_07200001_07700000	17	7200001	7700000	7491104	7604008	-23.33088874120801	-23.33088874120801	0.0	6.0	6.0	0.0	-0.10425475850813616
17_07300001_07800000	17	7300001	7800000	7491104	7754048	-33.5957534573696	-33.5957534573696	0.0	11.0	11.0	0.0	-0.10425475850813616
17_07400001_07900000	17	7400001	7900000	7491104	7754048	-33.5957534573696	-33.5957534573696	0.0	11.0	11.0	0.0	-0.10425475850813616
17_07500001_08000000	17	7500001	8000000	7590819	7754048	-29.267339267061487	-29.267339267061487	0.0	10.0	10.0	0.0	-0.10425475850813616
17_07600001_08100000	17	7600001	8100000	7603802	7754048	-20.241545722354452	-20.241545722354452	0.0	8.0	8.0	0.0	-0.10425475850813616
17_07700001_08200000	17	7700001	8200000	7712768	7754048	-15.371536984280397	-15.371536984280397	0.0	5.0	5.0	0.0	-0.10425475850813616
17_07800001_08300000	17	7800001	8300000	0	0				0.0	0.0		
17_07900001_08400000	17	7900001	8400000	8312408	8398489	-4.692087487642477	-4.692087487642477	0.0	2.0	2.0	0.0	-0.10425475850813616
17_08000001_08500000	17	8000001	8500000	8312408	8489518	-14.041469360264909	-14.041469360264909	0.0	10.0	10.0	0.0	-0.10425475850813616
17_08100001_08600000	17	8100001	8600000	8312408	8566996	-14.056965997578251	-14.056965997578251	0.0	11.0	11.0	0.0	-0.10425475850813616
17_08200001_08700000	17	8200001	8700000	8312408	8628736	-13.964913785970822	-13.964913785970822	0.0	13.0	13.0	0.0	-0.10425475850813616
17_08300001_08800000	17	8300001	8800000	8312408	8782918	-21.78304700293659	-21.78304700293659	0.0	15.0	15.0	0.0	-0.10425475850813616
17_08400001_08900000	17	8400001	8900000	8416114	8893850	-36.274674656238204	-36.274674656238204	0.0	18.0	18.0	0.0	-0.10425475850813616
17_08500001_09000000	17	8500001	9000000	8566996	8996754	-47.737617465129375	-47.737617465129375	0.0	16.0	16.0	0.0	-0.10425475850813616
17_08600001_09100000	17	8600001	9100000	8628714	9078832	-53.0448676738791	-53.0448676738791	0.0	17.0	17.0	0.0	-0.10425475850813616
17_08700001_09200000	17	8700001	9200000	8777266	9199085	-65.12404528221586	-65.12404528221586	0.0	18.0	18.0	0.0	-0.10425475850813616
17_08800001_09300000	17	8800001	9300000	8802447	9281863	-61.19538618074029	-61.19538618074029	0.0	17.0	17.0	0.0	-0.10425475850813616
